epoch,acc,loss,val_acc,val_loss
78,0.52860465127368306,0.69154920550279841,0.46990291262135925,0.69815108590913055
79,0.52860465127368306,0.69155701725981955,0.46990291262135925,0.69823847117933258
80,0.52860465127368306,0.691540724732155,0.46990291262135925,0.69838613155976081
81,0.52860465127368306,0.69156225503877156,0.46990291262135925,0.69831497808104581
82,0.52860465127368306,0.691536146707313,0.46990291262135925,0.69830107364839722
83,0.52860465127368306,0.69154472351074214,0.46990291262135925,0.69838174697264888
84,0.52860465127368306,0.6915433241600214,0.46990291262135925,0.69830815873099761
85,0.52860465127368306,0.69155406680218012,0.46990291262135925,0.69828600108044814
86,0.52860465127368306,0.69154318476832188,0.46990291262135925,0.69826342087347526
87,0.52860465127368306,0.6915645801189334,0.46990291262135925,0.69839379903182242
88,0.52860465127368306,0.69154734306557231,0.46990291262135925,0.69831033146497112
89,0.52860465127368306,0.69153576518214022,0.46990291262135925,0.69831244644609469
90,0.52860465127368306,0.69155558242354287,0.46990291262135925,0.69818537883388188
91,0.52860465127368306,0.69154373540434722,0.46990291262135925,0.69835984892058145
92,0.52860465127368306,0.69154566543046814,0.46990291262135925,0.6982228872845474
93,0.52860465127368306,0.6915351325412129,0.46990291262135925,0.69828011515071087
94,0.52860465127368306,0.69154529272123821,0.46990291262135925,0.69837318971319107
95,0.52860465127368306,0.69153841883637179,0.46990291262135925,0.69832500416098287
96,0.52860465127368306,0.69154954938001412,0.46990291262135925,0.69823661880585752
97,0.52860465127368306,0.69154143555219783,0.46990291262135925,0.6981987048121332
98,0.52860465127368306,0.69154238301654192,0.46990291262135925,0.69822150167909636
99,0.52860465127368306,0.6915423100493675,0.46990291262135925,0.69846723484761508
100,0.52860465127368306,0.6915361909533656,0.46990291262135925,0.69830885338551785
101,0.52860465127368306,0.69153633150943494,0.46990291262135925,0.69817575783405494
102,0.52860465127368306,0.6915569202290025,0.46990291262135925,0.69821869192771546
103,0.52860465127368306,0.69154462842054143,0.46990291262135925,0.69817289877863764
104,0.52860465127368306,0.69154746155406155,0.46990291262135925,0.69822208742493563
105,0.52860465127368306,0.69155083345812418,0.46990291262135925,0.69824131877676954
106,0.52860465127368306,0.69155044843984204,0.46990291262135925,0.69819677524196289
107,0.52860465127368306,0.69155631220617964,0.46990291262135925,0.69827104830047459
108,0.52860465127368306,0.69153578880221345,0.46990291262135925,0.69817608016208532
109,0.52860465127368306,0.69158318508503047,0.46990291262135925,0.69794032562126229
110,0.52860465127368306,0.69153476193893793,0.46990291262135925,0.69822474856978478
111,0.52860465127368306,0.69154675993808479,0.46990291262135925,0.69821337750814494
112,0.52860465127368306,0.6915666589071584,0.46990291262135925,0.69816339710383735
113,0.52860465127368306,0.69155275466830235,0.46990291262135925,0.69822268462875514
114,0.52860465127368306,0.69155566958493964,0.46990291262135925,0.69808887810383025
115,0.52860465127368306,0.69155104470807449,0.46990291262135925,0.69816995176296792
116,0.52860465127368306,0.69157268668329996,0.46990291262135925,0.69805626741890769
117,0.52860465127368306,0.69156642592230511,0.46990291262135925,0.69819522760446784
118,0.52860465127368306,0.69156522573426715,0.46990291262135925,0.69827407957280718
119,0.52860465127368306,0.69154848265093427,0.46990291262135925,0.69823241164383376
120,0.52860465127368306,0.69155488114024322,0.46990291262135925,0.69835960841873312
121,0.52860465127368306,0.69153177516404973,0.46990291262135925,0.69827624316354397
122,0.52860465127368306,0.69155164557834004,0.46990291262135925,0.69822594228300072
123,0.52860465127368306,0.69154734495074255,0.46990291262135925,0.69826287968644818
