epoch,acc,loss,val_acc,val_loss
0,0.52465116284614388,0.69454228434451792,0.46990291262135925,0.69417614867386312
1,0.50976744197135748,0.71749544210212179,0.46990291262135925,0.70942600930778721
2,0.50953488377637646,0.69548820185106852,0.53009708737864081,0.6919062673466877
3,0.50767441871554353,0.69946014121521349,0.46990291262135925,0.69486880626493286
4,0.52511627918065984,0.69261191966921787,0.46990291262135925,0.70322138047912741
5,0.51720930243647378,0.69258778788322628,0.46990291262135925,0.70380680456902212
6,0.52837209313414812,0.69227706443431769,0.46601941747572817,0.69428706088112391
7,0.52860465127368306,0.69223867055981658,0.46990291262135925,0.69839656144669915
8,0.51953488383182256,0.69226839165354881,0.46990291262135925,0.70069425244933192
9,0.52186046522717144,0.69188224759212757,0.46990291262135925,0.6976644110911101
10,0.52860465127368306,0.69180449574492697,0.46990291262135925,0.69721393654647379
11,0.52860465127368306,0.69129568709883582,0.46990291262135925,0.69665124821431423
12,0.52860465127368306,0.69157867692237673,0.46990291262135925,0.69521077234768169
13,0.52860465127368306,0.69123806604119231,0.46990291262135925,0.69986210042990527
14,0.52860465127368306,0.69158438760180807,0.46990291262135925,0.69922339221806207
15,0.52860465127368306,0.69096157955568893,0.46990291262135925,0.69959336137308659
16,0.52860465127368306,0.69141019277794413,0.46990291262135925,0.69638772855684594
17,0.52860465127368306,0.69101757282434506,0.46990291262135925,0.70175566742721118
18,0.52860465127368306,0.69093680636827337,0.46990291262135925,0.69588588395165007
19,0.52860465127368306,0.69069277452868083,0.46990291262135925,0.69375605351716574
20,0.52860465127368306,0.69116763480873999,0.46990291262135925,0.69793721634207417
21,0.52860465127368306,0.69057181774183762,0.46990291262135925,0.69651368763840316
22,0.52860465127368306,0.69008067752039715,0.46990291262135925,0.69376358696557938
23,0.52860465127368306,0.69136393591415046,0.46990291262135925,0.69691287429587356
24,0.52860465127368306,0.69047870430835456,0.46990291262135925,0.69524935634390816
25,0.52860465127368306,0.6899544867803884,0.46990291262135925,0.69794907500442949
26,0.52860465127368306,0.68962417386298958,0.46990291262135925,0.69760422521424525
27,0.52860465127368306,0.68909367550251099,0.46990291262135925,0.69390300431297824
28,0.53093023266903194,0.6891605250779973,0.48932038834951458,0.6967673505394204
29,0.54139534894810171,0.68931667061739188,0.47378640776699027,0.69848197849051463
30,0.54255813964577604,0.68766971504965491,0.52621359223300967,0.69200245500768276
31,0.51604651168335314,0.69083148279855422,0.53009708737864081,0.69284728290965258
32,0.49906976755275284,0.69249732494354244,0.46990291262135925,0.6936004425715474
33,0.52860465127368306,0.69245694726012474,0.46990291262135925,0.69470451526271482
34,0.52860465127368306,0.69197415146716801,0.46990291262135925,0.69565935134887691
35,0.52860465127368306,0.69175226327984829,0.46990291262135925,0.69624547437556739
36,0.52860465127368306,0.6916385736021885,0.46990291262135925,0.69703144807260009
37,0.52860465127368306,0.6916002028487449,0.46990291262135925,0.69731840161443914
38,0.52860465127368306,0.69155790162640951,0.46990291262135925,0.69780062703252999
39,0.52860465127368306,0.69159299939177754,0.46990291262135925,0.69781684250507536
40,0.52860465127368306,0.69153964098109755,0.46990291262135925,0.69792979666330279
41,0.52860465127368306,0.69155621889025665,0.46990291262135925,0.69802237216708729
42,0.52860465127368306,0.69153430572775909,0.46990291262135925,0.69795377891040544
43,0.52860465127368306,0.69154459127160006,0.46990291262135925,0.69808023924966456
44,0.52860465127368306,0.69155100112737611,0.46990291262135925,0.69803934791713085
45,0.52860465127368306,0.6915443716492764,0.46990291262135925,0.69802105820294724
46,0.52860465127368306,0.69154832396396371,0.46990291262135925,0.69816156787779726
47,0.52860465127368306,0.69155359146206874,0.46990291262135925,0.69825874462868398
48,0.52860465127368306,0.69155743255171664,0.46990291262135925,0.69838697933456273
49,0.52860465127368306,0.69154021956199818,0.46990291262135925,0.69829306220545351
50,0.52860465127368306,0.69155831980150795,0.46990291262135925,0.6983208510482195
51,0.52860465127368306,0.69154728235200391,0.46990291262135925,0.69830050769361474
52,0.52860465127368306,0.69154464172762498,0.46990291262135925,0.69813684769047113
53,0.52860465127368306,0.6915526025239811,0.46990291262135925,0.69834341100118691
54,0.52860465127368306,0.6915485176374746,0.46990291262135925,0.69820821319968951
55,0.52860465127368306,0.69155436915020607,0.46990291262135925,0.69818680205391448
56,0.52860465127368306,0.69154616145200509,0.46990291262135925,0.69845620984012646
57,0.52860465127368306,0.69154603614363563,0.46990291262135925,0.69806924306073237
58,0.52860465127368306,0.69153222438900974,0.46990291262135925,0.69825379917922525
59,0.52860465127368306,0.6915558669733447,0.46990291262135925,0.69828039511893558
60,0.52860465127368306,0.69156274584836741,0.46990291262135925,0.69831544612217877
61,0.52860465127368306,0.69153481793958083,0.46990291262135925,0.69839145211340159
62,0.52860465127368306,0.69154517450997999,0.46990291262135925,0.69822373552229799
63,0.52860465127368306,0.69154159057972042,0.46990291262135925,0.69820934846563243
64,0.52860465127368306,0.69153994992721912,0.46990291262135925,0.69816039881659941
65,0.52860465127368306,0.6915608279649601,0.46990291262135925,0.69838371300002899
66,0.52860465127368306,0.69154093897619917,0.46990291262135925,0.69829739690984338
67,0.52860465127368306,0.69156051081280379,0.46990291262135925,0.69839793200631739
68,0.52860465127368306,0.69158255543819691,0.46990291262135925,0.69837265581760588
69,0.52860465127368306,0.69153163288914876,0.46990291262135925,0.69840521418932577
70,0.52860465127368306,0.69155953141145932,0.46990291262135925,0.69815047643717054
71,0.52860465127368306,0.69152742568836656,0.46990291262135925,0.69843162726430064
72,0.52860465127368306,0.69155189397723171,0.46990291262135925,0.69848616157920618
73,0.52860465127368306,0.69155932143677112,0.46990291262135925,0.69821160175267938
74,0.52860465127368306,0.69155468896377914,0.46990291262135925,0.69826876584765984
75,0.52860465127368306,0.69154083612353301,0.46990291262135925,0.69842325958233431
76,0.52860465127368306,0.69154494695885238,0.46990291262135925,0.69838247808437903
77,0.52860465127368306,0.69156175580135615,0.46990291262135925,0.69828978140377307
